Date;Ouverture;Plus_Haut;Plus_Bas;Cloture;Volume_Titres;Volume_FCFA;Variation_Pct
2020-07-07;64,89;64,89;64,89;64,89;0;0,0;-1,25
2020-07-08;64,76;64,76;64,76;64,76;0;0,0;-0,2
2020-07-09;63,47;63,47;63,47;63,47;0;0,0;-1,99
2020-07-10;62,86;62,86;62,86;62,86;0;0,0;-0,96
2020-07-13;62,82;62,82;62,82;62,82;0;0,0;-0,06
2020-07-14;62,33;62,33;62,33;62,33;0;0,0;-0,78
2020-07-15;60,14;60,14;60,14;60,14;0;0,0;-3,51
2020-07-16;59,09;59,09;59,09;59,09;0;0,0;-1,75
2020-07-17;58,41;58,41;58,41;58,41;0;0,0;-1,15
2020-07-20;57,05;57,05;57,05;57,05;0;0,0;-2,33
2020-07-21;57,05;57,05;57,05;57,05;0;0,0;0,0
2020-07-22;59,77;59,77;59,77;59,77;0;0,0;4,77
2020-07-23;60,32;60,32;60,32;60,32;0;0,0;0,92
2020-07-24;60,26;60,26;60,26;60,26;0;0,0;-0,1
2020-07-27;60,79;60,79;60,79;60,79;0;0,0;0,88
2020-07-28;59,87;59,87;59,87;59,87;0;0,0;-1,51
2020-07-29;57,64;57,64;57,64;57,64;0;0,0;-3,72
2020-07-30;57,27;57,27;57,27;57,27;0;0,0;-0,64
2020-07-31;57,27;57,27;57,27;57,27;0;0,0;0,0
2020-08-03;55,62;55,62;55,62;55,62;0;0,0;-2,88
2020-08-04;55,62;55,62;55,62;55,62;0;0,0;0,0
2020-08-05;55,4;55,4;55,4;55,4;0;0,0;-0,4
2020-08-06;56,11;56,11;56,11;56,11;0;0,0;1,28
2020-08-07;56,11;56,11;56,11;56,11;0;0,0;0,0
2020-08-10;56,11;56,11;56,11;56,11;0;0,0;0,0
2020-08-11;56,85;56,85;56,85;56,85;0;0,0;1,32
2020-08-12;58,31;58,31;58,31;58,31;0;0,0;2,57
2020-08-13;57,82;57,82;57,82;57,82;0;0,0;-0,84
2020-08-14;58,04;58,04;58,04;58,04;0;0,0;0,38
2020-08-17;57,29;57,29;57,29;57,29;0;0,0;-1,29
2020-08-18;59,04;59,04;59,04;59,04;0;0,0;3,05
2020-08-21;59,09;59,09;59,09;59,09;0;0,0;0,08
2020-08-24;60,34;60,34;60,34;60,34;0;0,0;2,12
